constructor,status,date,circuit,year,race
Ferrari,Finished,2017-04-09,Chinese Grand Prix,2017,2
Mercedes,Finished,2017-04-09,Chinese Grand Prix,2017,2
Toro Rosso,Finished,2017-04-09,Chinese Grand Prix,2017,2
Haas F1 Team,Finished,2017-04-09,Chinese Grand Prix,2017,2
Force India,Finished,2017-04-09,Chinese Grand Prix,2017,2
Force India,Finished,2017-04-09,Chinese Grand Prix,2017,2
Haas F1 Team,Finished,2017-04-09,Chinese Grand Prix,2017,2
Renault,Finished,2017-04-09,Chinese Grand Prix,2017,2
Renault,Finished,2017-04-09,Chinese Grand Prix,2017,2
Williams,Finished,2017-04-09,Chinese Grand Prix,2017,2
Sauber,Finished,2017-04-09,Chinese Grand Prix,2017,2
McLaren,Powertrain,2017-04-09,Chinese Grand Prix,2017,2
Toro Rosso,Fluid systems,2017-04-09,Chinese Grand Prix,2017,2
McLaren,Fluid systems,2017-04-09,Chinese Grand Prix,2017,2
Sauber,Accident,2017-04-09,Chinese Grand Prix,2017,2
Williams,Accident,2017-04-09,Chinese Grand Prix,2017,2
Ferrari,Finished,2017-04-16,Bahrain Grand Prix,2017,3
Mercedes,Finished,2017-04-16,Bahrain Grand Prix,2017,3
Mercedes,Finished,2017-04-16,Bahrain Grand Prix,2017,3
Ferrari,Finished,2017-04-16,Bahrain Grand Prix,2017,3
Red Bull,Finished,2017-04-16,Bahrain Grand Prix,2017,3
Williams,Finished,2017-04-16,Bahrain Grand Prix,2017,3
Force India,Finished,2017-04-16,Bahrain Grand Prix,2017,3
Haas F1 Team,Finished,2017-04-16,Bahrain Grand Prix,2017,3
Renault,Finished,2017-04-16,Bahrain Grand Prix,2017,3
Force India,Finished,2017-04-16,Bahrain Grand Prix,2017,3
Sauber,Finished,2017-04-16,Bahrain Grand Prix,2017,3
Toro Rosso,Finished,2017-04-16,Bahrain Grand Prix,2017,3
Renault,Finished,2017-04-16,Bahrain Grand Prix,2017,3
McLaren,Engine,2017-04-16,Bahrain Grand Prix,2017,3
Sauber,Gearbox,2017-04-16,Bahrain Grand Prix,2017,3
Toro Rosso,Accident,2017-04-16,Bahrain Grand Prix,2017,3
Williams,Accident,2017-04-16,Bahrain Grand Prix,2017,3
Red Bull,Tyre,2017-04-16,Bahrain Grand Prix,2017,3
Haas F1 Team,Electrical,2017-04-16,Bahrain Grand Prix,2017,3
McLaren,Engine,2017-04-16,Bahrain Grand Prix,2017,3
Mercedes,Finished,2017-04-30,Russian Grand Prix,2017,4
Ferrari,Finished,2017-04-30,Russian Grand Prix,2017,4
Ferrari,Finished,2017-04-30,Russian Grand Prix,2017,4
Mercedes,Finished,2017-04-30,Russian Grand Prix,2017,4
Red Bull,Finished,2017-04-30,Russian Grand Prix,2017,4
Force India,Finished,2017-04-30,Russian Grand Prix,2017,4
Force India,Finished,2017-04-30,Russian Grand Prix,2017,4
Renault,Finished,2017-04-30,Russian Grand Prix,2017,4
Williams,Finished,2017-04-30,Russian Grand Prix,2017,4
Toro Rosso,Finished,2017-04-30,Russian Grand Prix,2017,4
Williams,Finished,2017-04-30,Russian Grand Prix,2017,4
Toro Rosso,Finished,2017-04-30,Russian Grand Prix,2017,4
Haas F1 Team,Finished,2017-04-30,Russian Grand Prix,2017,4
McLaren,Finished,2017-04-30,Russian Grand Prix,2017,4
Sauber,Finished,2017-04-30,Russian Grand Prix,2017,4
Sauber,Finished,2017-04-30,Russian Grand Prix,2017,4
Red Bull,Tyre,2017-04-30,Russian Grand Prix,2017,4
Renault,Accident,2017-04-30,Russian Grand Prix,2017,4
Haas F1 Team,Accident,2017-04-30,Russian Grand Prix,2017,4
McLaren,Engine,2017-04-30,Russian Grand Prix,2017,4
Mercedes,Finished,2017-05-14,Spanish Grand Prix,2017,5
Ferrari,Finished,2017-05-14,Spanish Grand Prix,2017,5
Red Bull,Finished,2017-05-14,Spanish Grand Prix,2017,5
Force India,Finished,2017-05-14,Spanish Grand Prix,2017,5
Force India,Finished,2017-05-14,Spanish Grand Prix,2017,5
Renault,Finished,2017-05-14,Spanish Grand Prix,2017,5
Toro Rosso,Finished,2017-05-14,Spanish Grand Prix,2017,5
Sauber,Finished,2017-05-14,Spanish Grand Prix,2017,5
Toro Rosso,Finished,2017-05-14,Spanish Grand Prix,2017,5
Haas F1 Team,Finished,2017-05-14,Spanish Grand Prix,2017,5
Sauber,Finished,2017-05-14,Spanish Grand Prix,2017,5
McLaren,Finished,2017-05-14,Spanish Grand Prix,2017,5
Williams,Finished,2017-05-14,Spanish Grand Prix,2017,5
Haas F1 Team,Finished,2017-05-14,Spanish Grand Prix,2017,5
Renault,Finished,2017-05-14,Spanish Grand Prix,2017,5
Williams,Finished,2017-05-14,Spanish Grand Prix,2017,5
Mercedes,Engine,2017-05-14,Spanish Grand Prix,2017,5
McLaren,Accident,2017-05-14,Spanish Grand Prix,2017,5
Red Bull,Accident,2017-05-14,Spanish Grand Prix,2017,5
Ferrari,Accident,2017-05-14,Spanish Grand Prix,2017,5
Ferrari,Finished,2017-05-28,Monaco Grand Prix,2017,6
Ferrari,Finished,2017-05-28,Monaco Grand Prix,2017,6
Red Bull,Finished,2017-05-28,Monaco Grand Prix,2017,6
Mercedes,Finished,2017-05-28,Monaco Grand Prix,2017,6
Red Bull,Finished,2017-05-28,Monaco Grand Prix,2017,6
Toro Rosso,Finished,2017-05-28,Monaco Grand Prix,2017,6
Mercedes,Finished,2017-05-28,Monaco Grand Prix,2017,6
Haas F1 Team,Finished,2017-05-28,Monaco Grand Prix,2017,6
Williams,Finished,2017-05-28,Monaco Grand Prix,2017,6
Haas F1 Team,Finished,2017-05-28,Monaco Grand Prix,2017,6
Renault,Finished,2017-05-28,Monaco Grand Prix,2017,6
Force India,Finished,2017-05-28,Monaco Grand Prix,2017,6
Force India,Finished,2017-05-28,Monaco Grand Prix,2017,6
Toro Rosso,Accident,2017-05-28,Monaco Grand Prix,2017,6
Williams,Tyre,2017-05-28,Monaco Grand Prix,2017,6
McLaren,Accident,2017-05-28,Monaco Grand Prix,2017,6
Sauber,Accident,2017-05-28,Monaco Grand Prix,2017,6
McLaren,Accident,2017-05-28,Monaco Grand Prix,2017,6
Sauber,Accident,2017-05-28,Monaco Grand Prix,2017,6
Renault,Gearbox,2017-05-28,Monaco Grand Prix,2017,6
Mercedes,Finished,2017-06-11,Canadian Grand Prix,2017,7
Mercedes,Finished,2017-06-11,Canadian Grand Prix,2017,7
Red Bull,Finished,2017-06-11,Canadian Grand Prix,2017,7
Ferrari,Finished,2017-06-11,Canadian Grand Prix,2017,7
Force India,Finished,2017-06-11,Canadian Grand Prix,2017,7
Force India,Finished,2017-06-11,Canadian Grand Prix,2017,7
Ferrari,Finished,2017-06-11,Canadian Grand Prix,2017,7
Renault,Finished,2017-06-11,Canadian Grand Prix,2017,7
Williams,Finished,2017-06-11,Canadian Grand Prix,2017,7
Haas F1 Team,Finished,2017-06-11,Canadian Grand Prix,2017,7
Renault,Finished,2017-06-11,Canadian Grand Prix,2017,7
Haas F1 Team,Finished,2017-06-11,Canadian Grand Prix,2017,7
Sauber,Finished,2017-06-11,Canadian Grand Prix,2017,7
McLaren,Finished,2017-06-11,Canadian Grand Prix,2017,7
Sauber,Finished,2017-06-11,Canadian Grand Prix,2017,7
McLaren,Engine,2017-06-11,Canadian Grand Prix,2017,7
Toro Rosso,Engine,2017-06-11,Canadian Grand Prix,2017,7
Red Bull,Electrical,2017-06-11,Canadian Grand Prix,2017,7
Williams,Accident,2017-06-11,Canadian Grand Prix,2017,7
Toro Rosso,Accident,2017-06-11,Canadian Grand Prix,2017,7
Red Bull,Finished,2017-06-25,Azerbaijan Grand Prix,2017,8
Mercedes,Finished,2017-06-25,Azerbaijan Grand Prix,2017,8
Williams,Finished,2017-06-25,Azerbaijan Grand Prix,2017,8
Ferrari,Finished,2017-06-25,Azerbaijan Grand Prix,2017,8
Mercedes,Finished,2017-06-25,Azerbaijan Grand Prix,2017,8
Force India,Finished,2017-06-25,Azerbaijan Grand Prix,2017,8
Haas F1 Team,Finished,2017-06-25,Azerbaijan Grand Prix,2017,8
Toro Rosso,Finished,2017-06-25,Azerbaijan Grand Prix,2017,8
McLaren,Finished,2017-06-25,Azerbaijan Grand Prix,2017,8
Sauber,Finished,2017-06-25,Azerbaijan Grand Prix,2017,8
Sauber,Finished,2017-06-25,Azerbaijan Grand Prix,2017,8
McLaren,Finished,2017-06-25,Azerbaijan Grand Prix,2017,8
Haas F1 Team,Finished,2017-06-25,Azerbaijan Grand Prix,2017,8
Ferrari,Fluid systems,2017-06-25,Azerbaijan Grand Prix,2017,8
Force India,Driver-related,2017-06-25,Azerbaijan Grand Prix,2017,8
Williams,Suspension,2017-06-25,Azerbaijan Grand Prix,2017,8
Renault,Accident,2017-06-25,Azerbaijan Grand Prix,2017,8
Red Bull,Fluid systems,2017-06-25,Azerbaijan Grand Prix,2017,8
Toro Rosso,Electrical,2017-06-25,Azerbaijan Grand Prix,2017,8
Renault,Engine,2017-06-25,Azerbaijan Grand Prix,2017,8
Mercedes,Finished,2017-07-09,Austrian Grand Prix,2017,9
Ferrari,Finished,2017-07-09,Austrian Grand Prix,2017,9
Red Bull,Finished,2017-07-09,Austrian Grand Prix,2017,9
Mercedes,Finished,2017-07-09,Austrian Grand Prix,2017,9
Ferrari,Finished,2017-07-09,Austrian Grand Prix,2017,9
Haas F1 Team,Finished,2017-07-09,Austrian Grand Prix,2017,9
Force India,Finished,2017-07-09,Austrian Grand Prix,2017,9
Force India,Finished,2017-07-09,Austrian Grand Prix,2017,9
Williams,Finished,2017-07-09,Austrian Grand Prix,2017,9
Williams,Finished,2017-07-09,Austrian Grand Prix,2017,9
Renault,Finished,2017-07-09,Austrian Grand Prix,2017,9
McLaren,Finished,2017-07-09,Austrian Grand Prix,2017,9
Renault,Finished,2017-07-09,Austrian Grand Prix,2017,9
Sauber,Finished,2017-07-09,Austrian Grand Prix,2017,9
Sauber,Finished,2017-07-09,Austrian Grand Prix,2017,9
Toro Rosso,Finished,2017-07-09,Austrian Grand Prix,2017,9
Toro Rosso,Engine,2017-07-09,Austrian Grand Prix,2017,9
Haas F1 Team,Fluid systems,2017-07-09,Austrian Grand Prix,2017,9
McLaren,Accident,2017-07-09,Austrian Grand Prix,2017,9
Red Bull,Accident,2017-07-09,Austrian Grand Prix,2017,9
Mercedes,Finished,2017-07-16,British Grand Prix,2017,10
Mercedes,Finished,2017-07-16,British Grand Prix,2017,10
Ferrari,Finished,2017-07-16,British Grand Prix,2017,10
Red Bull,Finished,2017-07-16,British Grand Prix,2017,10
Red Bull,Finished,2017-07-16,British Grand Prix,2017,10
Renault,Finished,2017-07-16,British Grand Prix,2017,10
Ferrari,Finished,2017-07-16,British Grand Prix,2017,10
Force India,Finished,2017-07-16,British Grand Prix,2017,10
Force India,Finished,2017-07-16,British Grand Prix,2017,10
Williams,Finished,2017-07-16,British Grand Prix,2017,10
McLaren,Finished,2017-07-16,British Grand Prix,2017,10
Haas F1 Team,Finished,2017-07-16,British Grand Prix,2017,10
Haas F1 Team,Finished,2017-07-16,British Grand Prix,2017,10
Sauber,Finished,2017-07-16,British Grand Prix,2017,10
Toro Rosso,Finished,2017-07-16,British Grand Prix,2017,10
Williams,Finished,2017-07-16,British Grand Prix,2017,10
Sauber,Finished,2017-07-16,British Grand Prix,2017,10
McLaren,Engine,2017-07-16,British Grand Prix,2017,10
Toro Rosso,Accident,2017-07-16,British Grand Prix,2017,10
Renault,Fluid systems,2017-07-16,British Grand Prix,2017,10
Ferrari,Finished,2017-07-30,Hungarian Grand Prix,2017,11
Ferrari,Finished,2017-07-30,Hungarian Grand Prix,2017,11
Mercedes,Finished,2017-07-30,Hungarian Grand Prix,2017,11
Mercedes,Finished,2017-07-30,Hungarian Grand Prix,2017,11
Red Bull,Finished,2017-07-30,Hungarian Grand Prix,2017,11
McLaren,Finished,2017-07-30,Hungarian Grand Prix,2017,11
Toro Rosso,Finished,2017-07-30,Hungarian Grand Prix,2017,11
Force India,Finished,2017-07-30,Hungarian Grand Prix,2017,11
Force India,Finished,2017-07-30,Hungarian Grand Prix,2017,11
McLaren,Finished,2017-07-30,Hungarian Grand Prix,2017,11
Toro Rosso,Finished,2017-07-30,Hungarian Grand Prix,2017,11
Renault,Finished,2017-07-30,Hungarian Grand Prix,2017,11
Haas F1 Team,Finished,2017-07-30,Hungarian Grand Prix,2017,11
Williams,Finished,2017-07-30,Hungarian Grand Prix,2017,11
Sauber,Finished,2017-07-30,Hungarian Grand Prix,2017,11
Sauber,Finished,2017-07-30,Hungarian Grand Prix,2017,11
Renault,Tyre,2017-07-30,Hungarian Grand Prix,2017,11
Williams,Fluid systems,2017-07-30,Hungarian Grand Prix,2017,11
Haas F1 Team,Tyre,2017-07-30,Hungarian Grand Prix,2017,11
Red Bull,Accident,2017-07-30,Hungarian Grand Prix,2017,11
Mercedes,Finished,2017-08-27,Belgian Grand Prix,2017,12
Ferrari,Finished,2017-08-27,Belgian Grand Prix,2017,12
Red Bull,Finished,2017-08-27,Belgian Grand Prix,2017,12
Ferrari,Finished,2017-08-27,Belgian Grand Prix,2017,12
Mercedes,Finished,2017-08-27,Belgian Grand Prix,2017,12
Renault,Finished,2017-08-27,Belgian Grand Prix,2017,12
Haas F1 Team,Finished,2017-08-27,Belgian Grand Prix,2017,12
Williams,Finished,2017-08-27,Belgian Grand Prix,2017,12
Force India,Finished,2017-08-27,Belgian Grand Prix,2017,12
Toro Rosso,Finished,2017-08-27,Belgian Grand Prix,2017,12
Williams,Finished,2017-08-27,Belgian Grand Prix,2017,12
Toro Rosso,Finished,2017-08-27,Belgian Grand Prix,2017,12
Renault,Finished,2017-08-27,Belgian Grand Prix,2017,12
McLaren,Finished,2017-08-27,Belgian Grand Prix,2017,12
Haas F1 Team,Finished,2017-08-27,Belgian Grand Prix,2017,12
Sauber,Finished,2017-08-27,Belgian Grand Prix,2017,12
Force India,Gearbox,2017-08-27,Belgian Grand Prix,2017,12
McLaren,Engine,2017-08-27,Belgian Grand Prix,2017,12
Red Bull,Engine,2017-08-27,Belgian Grand Prix,2017,12
Sauber,Accident,2017-08-27,Belgian Grand Prix,2017,12
Mercedes,Finished,2017-09-03,Italian Grand Prix,2017,13
Mercedes,Finished,2017-09-03,Italian Grand Prix,2017,13
Ferrari,Finished,2017-09-03,Italian Grand Prix,2017,13
Red Bull,Finished,2017-09-03,Italian Grand Prix,2017,13
Ferrari,Finished,2017-09-03,Italian Grand Prix,2017,13
Force India,Finished,2017-09-03,Italian Grand Prix,2017,13
Williams,Finished,2017-09-03,Italian Grand Prix,2017,13
Williams,Finished,2017-09-03,Italian Grand Prix,2017,13
Force India,Finished,2017-09-03,Italian Grand Prix,2017,13
Red Bull,Finished,2017-09-03,Italian Grand Prix,2017,13
Haas F1 Team,Finished,2017-09-03,Italian Grand Prix,2017,13
Toro Rosso,Finished,2017-09-03,Italian Grand Prix,2017,13
Renault,Finished,2017-09-03,Italian Grand Prix,2017,13
Toro Rosso,Finished,2017-09-03,Italian Grand Prix,2017,13
Haas F1 Team,Finished,2017-09-03,Italian Grand Prix,2017,13
Sauber,Finished,2017-09-03,Italian Grand Prix,2017,13
McLaren,Gearbox,2017-09-03,Italian Grand Prix,2017,13
Sauber,Gearbox,2017-09-03,Italian Grand Prix,2017,13
McLaren,Engine,2017-09-03,Italian Grand Prix,2017,13
Renault,Engine,2017-09-03,Italian Grand Prix,2017,13
Mercedes,Finished,2017-09-17,Singapore Grand Prix,2017,14
Red Bull,Finished,2017-09-17,Singapore Grand Prix,2017,14
Mercedes,Finished,2017-09-17,Singapore Grand Prix,2017,14
Toro Rosso,Finished,2017-09-17,Singapore Grand Prix,2017,14
Force India,Finished,2017-09-17,Singapore Grand Prix,2017,14
Renault,Finished,2017-09-17,Singapore Grand Prix,2017,14
McLaren,Finished,2017-09-17,Singapore Grand Prix,2017,14
Williams,Finished,2017-09-17,Singapore Grand Prix,2017,14
Haas F1 Team,Finished,2017-09-17,Singapore Grand Prix,2017,14
Force India,Finished,2017-09-17,Singapore Grand Prix,2017,14
Williams,Finished,2017-09-17,Singapore Grand Prix,2017,14
Sauber,Finished,2017-09-17,Singapore Grand Prix,2017,14
Haas F1 Team,Engine,2017-09-17,Singapore Grand Prix,2017,14
Renault,Engine,2017-09-17,Singapore Grand Prix,2017,14
Sauber,Accident,2017-09-17,Singapore Grand Prix,2017,14
Toro Rosso,Accident,2017-09-17,Singapore Grand Prix,2017,14
McLaren,Accident,2017-09-17,Singapore Grand Prix,2017,14
Ferrari,Accident,2017-09-17,Singapore Grand Prix,2017,14
Red Bull,Accident,2017-09-17,Singapore Grand Prix,2017,14
Ferrari,Accident,2017-09-17,Singapore Grand Prix,2017,14
Red Bull,Finished,2017-10-01,Malaysian Grand Prix,2017,15
Mercedes,Finished,2017-10-01,Malaysian Grand Prix,2017,15
Red Bull,Finished,2017-10-01,Malaysian Grand Prix,2017,15
Ferrari,Finished,2017-10-01,Malaysian Grand Prix,2017,15
Mercedes,Finished,2017-10-01,Malaysian Grand Prix,2017,15
Force India,Finished,2017-10-01,Malaysian Grand Prix,2017,15
McLaren,Finished,2017-10-01,Malaysian Grand Prix,2017,15
Williams,Finished,2017-10-01,Malaysian Grand Prix,2017,15
Williams,Finished,2017-10-01,Malaysian Grand Prix,2017,15
Force India,Finished,2017-10-01,Malaysian Grand Prix,2017,15
McLaren,Finished,2017-10-01,Malaysian Grand Prix,2017,15
Haas F1 Team,Finished,2017-10-01,Malaysian Grand Prix,2017,15
Haas F1 Team,Finished,2017-10-01,Malaysian Grand Prix,2017,15
Toro Rosso,Finished,2017-10-01,Malaysian Grand Prix,2017,15
Renault,Finished,2017-10-01,Malaysian Grand Prix,2017,15
Renault,Finished,2017-10-01,Malaysian Grand Prix,2017,15
Sauber,Finished,2017-10-01,Malaysian Grand Prix,2017,15
Sauber,Finished,2017-10-01,Malaysian Grand Prix,2017,15
Toro Rosso,Engine,2017-10-01,Malaysian Grand Prix,2017,15
Ferrari,Electrical,2017-10-01,Malaysian Grand Prix,2017,15
Mercedes,Finished,2017-10-08,Japanese Grand Prix,2017,16
Red Bull,Finished,2017-10-08,Japanese Grand Prix,2017,16
Red Bull,Finished,2017-10-08,Japanese Grand Prix,2017,16
Mercedes,Finished,2017-10-08,Japanese Grand Prix,2017,16
Ferrari,Finished,2017-10-08,Japanese Grand Prix,2017,16
Force India,Finished,2017-10-08,Japanese Grand Prix,2017,16
Force India,Finished,2017-10-08,Japanese Grand Prix,2017,16
Haas F1 Team,Finished,2017-10-08,Japanese Grand Prix,2017,16
Haas F1 Team,Finished,2017-10-08,Japanese Grand Prix,2017,16
Williams,Finished,2017-10-08,Japanese Grand Prix,2017,16
McLaren,Finished,2017-10-08,Japanese Grand Prix,2017,16
Renault,Finished,2017-10-08,Japanese Grand Prix,2017,16
Toro Rosso,Finished,2017-10-08,Japanese Grand Prix,2017,16
McLaren,Finished,2017-10-08,Japanese Grand Prix,2017,16
Sauber,Finished,2017-10-08,Japanese Grand Prix,2017,16
Williams,Tyre,2017-10-08,Japanese Grand Prix,2017,16
Renault,Chassis,2017-10-08,Japanese Grand Prix,2017,16
Sauber,Accident,2017-10-08,Japanese Grand Prix,2017,16
Ferrari,Electrical,2017-10-08,Japanese Grand Prix,2017,16
Toro Rosso,Accident,2017-10-08,Japanese Grand Prix,2017,16
Mercedes,Finished,2017-10-22,United States Grand Prix,2017,17
Ferrari,Finished,2017-10-22,United States Grand Prix,2017,17
Ferrari,Finished,2017-10-22,United States Grand Prix,2017,17
Red Bull,Finished,2017-10-22,United States Grand Prix,2017,17
Mercedes,Finished,2017-10-22,United States Grand Prix,2017,17
Force India,Finished,2017-10-22,United States Grand Prix,2017,17
Renault,Finished,2017-10-22,United States Grand Prix,2017,17
Force India,Finished,2017-10-22,United States Grand Prix,2017,17
Williams,Finished,2017-10-22,United States Grand Prix,2017,17
Toro Rosso,Finished,2017-10-22,United States Grand Prix,2017,17
Williams,Finished,2017-10-22,United States Grand Prix,2017,17
McLaren,Finished,2017-10-22,United States Grand Prix,2017,17
Toro Rosso,Finished,2017-10-22,United States Grand Prix,2017,17
Haas F1 Team,Finished,2017-10-22,United States Grand Prix,2017,17
Sauber,Finished,2017-10-22,United States Grand Prix,2017,17
Haas F1 Team,Finished,2017-10-22,United States Grand Prix,2017,17
McLaren,Engine,2017-10-22,United States Grand Prix,2017,17
Red Bull,Engine,2017-10-22,United States Grand Prix,2017,17
Sauber,Accident,2017-10-22,United States Grand Prix,2017,17
Renault,Engine,2017-10-22,United States Grand Prix,2017,17
Red Bull,Finished,2017-10-29,Mexican Grand Prix,2017,18
Mercedes,Finished,2017-10-29,Mexican Grand Prix,2017,18
Ferrari,Finished,2017-10-29,Mexican Grand Prix,2017,18
Ferrari,Finished,2017-10-29,Mexican Grand Prix,2017,18
Force India,Finished,2017-10-29,Mexican Grand Prix,2017,18
Williams,Finished,2017-10-29,Mexican Grand Prix,2017,18
Force India,Finished,2017-10-29,Mexican Grand Prix,2017,18
Haas F1 Team,Finished,2017-10-29,Mexican Grand Prix,2017,18
Mercedes,Finished,2017-10-29,Mexican Grand Prix,2017,18
McLaren,Finished,2017-10-29,Mexican Grand Prix,2017,18
Williams,Finished,2017-10-29,Mexican Grand Prix,2017,18
McLaren,Finished,2017-10-29,Mexican Grand Prix,2017,18
Toro Rosso,Finished,2017-10-29,Mexican Grand Prix,2017,18
Sauber,Finished,2017-10-29,Mexican Grand Prix,2017,18
Haas F1 Team,Finished,2017-10-29,Mexican Grand Prix,2017,18
Renault,Engine,2017-10-29,Mexican Grand Prix,2017,18
Sauber,Engine,2017-10-29,Mexican Grand Prix,2017,18
Toro Rosso,Engine,2017-10-29,Mexican Grand Prix,2017,18
Renault,Electrical,2017-10-29,Mexican Grand Prix,2017,18
Red Bull,Engine,2017-10-29,Mexican Grand Prix,2017,18
Ferrari,Finished,2017-11-12,Brazilian Grand Prix,2017,19
Mercedes,Finished,2017-11-12,Brazilian Grand Prix,2017,19
Ferrari,Finished,2017-11-12,Brazilian Grand Prix,2017,19
Mercedes,Finished,2017-11-12,Brazilian Grand Prix,2017,19
Red Bull,Finished,2017-11-12,Brazilian Grand Prix,2017,19
Red Bull,Finished,2017-11-12,Brazilian Grand Prix,2017,19
Williams,Finished,2017-11-12,Brazilian Grand Prix,2017,19
McLaren,Finished,2017-11-12,Brazilian Grand Prix,2017,19
Force India,Finished,2017-11-12,Brazilian Grand Prix,2017,19
Renault,Finished,2017-11-12,Brazilian Grand Prix,2017,19
Renault,Finished,2017-11-12,Brazilian Grand Prix,2017,19
Toro Rosso,Finished,2017-11-12,Brazilian Grand Prix,2017,19
Sauber,Finished,2017-11-12,Brazilian Grand Prix,2017,19
Sauber,Finished,2017-11-12,Brazilian Grand Prix,2017,19
Haas F1 Team,Finished,2017-11-12,Brazilian Grand Prix,2017,19
Williams,Finished,2017-11-12,Brazilian Grand Prix,2017,19
Toro Rosso,Engine,2017-11-12,Brazilian Grand Prix,2017,19
Force India,Accident,2017-11-12,Brazilian Grand Prix,2017,19
McLaren,Accident,2017-11-12,Brazilian Grand Prix,2017,19
Haas F1 Team,Accident,2017-11-12,Brazilian Grand Prix,2017,19
Mercedes,Finished,2017-11-26,Abu Dhabi Grand Prix,2017,20
Mercedes,Finished,2017-11-26,Abu Dhabi Grand Prix,2017,20
Ferrari,Finished,2017-11-26,Abu Dhabi Grand Prix,2017,20
